heart_rate_max,heart_rate_avg,heart_rate_rest,daily_water,carbs_amount,protein_amount,fat_amount,sugar_content,sodium_content_mg,cholesterol_content,portion_size,prep_time,recipe_rating,lean_body_mass
181.2766,141.0285,71.9319,2.3888,400.744,160.9567,107.5909,37.6018,2306.2321,184.4561,287.3572,116.7831,1.5166,38.1455
183.6818,157.9487,64.1825,2.7137,273.9755,109.8995,73.4758,31.5436,1789.4096,43.5066,316.712,112.2292,2.8619,65.6498
176.1003,144.8876,60.2281,3.4902,198.2107,80.4802,53.402,47.5088,1270.2267,89.2789,187.672,84.9541,2.1797,62.2792
181.7744,138.5729,54.7154,2.312,163.9264,66.1892,44.5195,39.1963,876.178,137.1259,429.0238,16.9929,1.5293,73.0339
161.4721,123.8916,49.9323,2.698,312.1747,123.7354,82.6451,44.3425,1596.827,202.8148,502.5051,117.668,2.6327,87.8818
162.1067,133.7865,65.733,3.566,284.3597,112.3351,75.0154,48.8386,1467.1108,209.0869,151.2901,73.493,4.0939,59.318
194.7501,127.3977,63.0859,2.0973,184.8541,73.9598,49.1527,38.8841,831.5292,32.8381,384.0165,16.4905,2.8803,44.6389
193.8604,137.4011,54.9938,3.504,162.1444,64.2292,42.9484,38.4287,917.1771,219.0258,210.9528,9.1764,4.1256,51.0497
180.2074,130.6579,61.1437,2.9963,198.1485,80.1273,52.991,25.9721,397.3187,33.0832,351.6166,88.853,2.3803,69.3894
184.4593,168.1012,69.9457,2.9878,233.3365,93.4674,61.7719,17.8838,2485.3426,267.8692,212.538,19.5829,1.8234,53.2405
178.3066,129.0278,62.3221,1.7112,240.1474,95.167,64.0564,42.0964,1870.2826,200.093,152.5918,90.9003,4.6561,71.6532
184.8992,140.7634,57.9582,2.7094,281.2174,112.393,74.8635,12.3799,2220.0453,56.1949,290.8707,46.4584,3.8101,56.5762
176.7809,122.5885,72.3326,2.0981,331.8209,133.7507,88.6372,38.8711,895.3744,270.3968,249.8176,113.9751,2.0235,74.6588
182.2164,138.7147,54.7568,2.3176,164.2269,66.3317,44.5164,39.3801,867.9161,137.5943,430.5126,17.4166,1.5168,81.0564
176.9401,124.9087,71.6732,2.177,207.7387,82.0317,55.0901,8.5363,1019.3486,299.6655,350.7014,61.6929,1.1633,40.8903
188.0282,140.9545,65.095,2.3889,300.5233,120.5901,80.313,1.7351,2078.2818,21.8766,229.2739,57.328,3.8505,69.9471
168.0766,142.7529,61.0915,2.6848,191.9076,76.6776,51.3305,43.2255,54.4421,290.6544,351.3128,40.0433,2.8732,78.2899
175.2352,124.2885,54.8498,1.9001,247.2665,98.2084,65.7535,43.3288,2108.3882,211.2662,401.9703,6.9401,4.7364,68.9552
164.8021,137.2101,69.3218,3.4964,251.7152,99.9689,67.039,8.7449,1573.7743,80.1825,145.8052,87.5613,4.3158,59.2044
182.4254,123.1314,52.9469,2.4216,208.1317,83.7238,54.8826,20.1841,2008.8322,223.6417,239.0,22.9616,2.1963,57.6028
181.8726,138.7199,54.6197,2.3133,164.9655,66.7184,44.7084,39.2749,878.3127,135.1146,429.545,17.3343,1.5032,36.221
183.0057,135.2299,74.0305,3.5031,410.1249,164.1961,108.9283,7.3956,1515.1791,100.3857,107.0954,20.9609,3.582,71.5371
171.9223,160.5782,60.2063,2.8981,246.4936,98.3754,66.1275,20.8944,2151.9474,73.921,405.8908,111.0067,1.1865,43.4382
197.6222,156.0291,55.9407,2.2255,308.1317,122.7434,81.4383,15.5736,112.761,32.6441,393.5449,62.2129,1.8989,81.0217
196.2165,140.0725,61.0094,2.6787,214.1882,86.609,56.8645,42.2192,606.7407,262.7227,398.9669,14.4052,4.7685,64.2566
172.0178,132.1231,61.925,3.1031,275.0853,108.9957,72.4903,35.3924,960.4898,200.1781,400.0889,45.1394,4.4258,67.08
168.8776,125.1675,57.9669,3.4387,241.3558,95.9818,64.6342,32.3841,80.1392,144.4858,186.2553,87.213,3.6917,54.2308
193.3724,143.6857,57.881,2.4207,283.9951,113.9912,75.8767,12.5511,1215.8147,4.7,341.4657,117.6443,3.2157,70.7543
191.5082,121.5451,49.7968,2.7947,189.4763,76.2847,50.501,3.0162,2420.9931,112.9547,329.1408,61.8832,2.3971,86.1795
177.5753,124.1426,61.0852,1.5727,219.5743,87.2039,58.1403,5.2785,1186.8872,253.0651,367.0486,43.6114,1.0972,36.7927
177.6695,124.476,61.0615,1.5808,219.2896,87.3752,58.113,4.8374,1190.9594,251.6788,368.242,43.7777,1.0853,68.1706
181.6509,156.7717,64.0827,3.3013,180.782,72.4159,48.3997,28.3149,144.6842,243.805,143.2326,18.8735,4.7564,65.711
180.4947,161.8183,62.0597,2.4144,271.5158,109.2554,72.1954,18.0819,79.3452,179.9438,216.6511,84.3083,4.3696,60.432
187.9223,137.3132,60.996,2.7057,269.7847,107.9763,71.8601,12.815,1213.0698,221.0382,467.9066,45.2124,3.8979,59.6473
184.1211,160.9032,58.8186,2.2172,239.9716,93.9081,63.8802,47.5872,1947.4593,168.0453,308.8809,88.4043,4.1995,40.632
184.0571,131.4916,67.9959,2.7182,177.7969,70.6206,47.132,7.6389,1235.3586,137.849,221.1363,15.4735,1.8245,52.8499
172.2397,132.3922,62.0523,3.1088,274.8729,109.3343,72.5128,35.6231,948.743,199.7925,398.1128,44.3891,4.42,81.3381
166.6797,128.1105,49.8443,2.4831,191.851,76.8153,50.5911,50.2692,761.4452,292.425,413.1731,26.1798,1.6156,42.2807
192.2437,135.1978,58.2438,2.0157,321.9347,128.766,85.3868,7.2142,2442.3163,249.9505,97.0048,49.3083,1.9204,66.7307
181.7398,156.775,64.0293,3.2976,179.7321,72.1427,48.1076,28.3965,149.3494,243.4057,142.1069,19.5526,4.7562,48.1196
189.5907,136.5198,51.7846,1.7925,222.346,88.4317,59.3848,15.1432,310.5314,232.3223,403.8882,72.3195,1.8069,52.9548
191.6856,121.4757,49.9346,2.7984,188.5566,76.5102,50.278,2.6217,2410.5847,112.8772,328.6148,61.255,2.3988,68.4143
194.8745,156.3151,61.8619,3.4935,314.1065,125.1388,83.9653,17.172,257.4749,148.4209,124.389,91.2255,1.0911,86.4907
180.4012,162.0069,61.9739,2.4225,272.5014,108.8823,71.9476,17.972,74.6733,178.2309,216.955,84.5945,4.3662,53.2822
178.9689,148.1368,67.3259,2.3964,228.8957,91.506,61.5689,32.215,2402.2399,15.6146,298.2375,52.2188,1.6371,58.1601
176.6516,130.9284,61.8253,2.9155,171.0606,67.9499,45.8496,15.6391,2385.4002,35.6038,416.2682,54.8853,3.3772,61.4653
198.365,153.0898,56.889,2.7122,219.9595,87.8903,58.3554,28.8681,229.3564,253.5569,172.315,81.4034,2.5982,69.4533
162.0274,135.086,62.0182,3.4898,303.7498,121.5919,81.4175,46.6941,883.1647,258.8392,299.444,22.6074,2.1677,60.8086
162.2716,133.9601,65.8519,3.5711,284.9896,112.0509,75.3562,48.5957,1490.0532,207.3125,151.609,73.415,4.0989,85.4143
192.393,133.6239,50.1592,2.4134,282.1782,111.5771,74.7984,9.7981,436.6372,2.4907,459.6161,104.9685,1.9081,34.6237
170.0102,121.2022,58.359,3.1974,294.2058,116.7358,78.5373,18.4695,2238.9257,102.7555,441.3155,68.8248,1.4271,73.9575
161.9815,133.9353,65.7753,3.5673,286.0518,112.1451,74.9938,48.3038,1469.1713,206.8265,149.9908,73.5424,4.1108,54.8081
168.0922,132.1073,50.743,2.605,201.1167,80.3754,53.525,33.3147,1031.7388,223.337,460.9912,45.0791,4.4023,44.604
198.9147,159.7953,67.9457,2.4925,195.1254,77.3467,51.7938,46.0192,1531.3908,285.8059,263.7934,58.3855,2.4895,68.5608
199.3889,129.5804,52.7911,2.2992,203.643,82.5656,54.6692,7.5192,1853.2843,284.9027,189.5287,15.0166,0.9874,69.2705
180.5138,161.7699,62.0347,2.4232,272.7969,109.4482,72.0831,17.962,65.115,179.786,214.4955,84.475,4.3459,40.4537
183.7559,141.0038,51.7754,2.8792,262.7825,105.8471,70.2961,2.8516,1507.2125,74.8053,488.113,36.7183,3.1807,56.3824
188.0845,137.3027,61.0517,2.6947,270.0384,107.8606,71.9323,12.8993,1216.5,221.3535,467.2123,45.7269,3.9176,34.1144
182.5384,137.803,67.9135,3.4569,428.1759,171.3104,113.9433,43.0236,880.8286,15.9428,308.6346,42.7058,1.0917,47.5157
180.318,163.7074,67.1726,1.9986,305.7418,123.0134,81.3796,26.0746,163.4042,279.44,335.3641,20.6102,4.5405,83.7517
170.0037,129.8919,49.9911,2.3,205.4854,82.5569,55.1813,4.0659,2396.8226,8.6441,407.2466,101.752,2.3407,76.4446
184.3753,160.8738,59.0125,2.2287,241.0237,93.8281,63.8192,47.9061,1963.0431,168.4015,311.3226,87.8823,4.202,71.8678
196.9725,139.0931,66.0722,1.8063,201.4923,79.9668,53.8677,37.1119,1841.5112,17.0095,303.5473,15.0866,3.2299,77.5371
185.4671,128.3146,62.8645,3.4292,243.4394,97.935,65.1268,41.8555,1903.9124,39.3316,223.5055,87.3694,2.7902,80.729
188.0069,137.3553,60.9882,2.7007,270.4228,107.6496,71.8486,13.0655,1201.8222,222.0818,469.4931,45.6925,3.8806,54.7754
166.9883,159.9635,62.0123,2.9091,296.7891,118.0736,78.7211,3.821,2355.4181,120.283,378.3138,29.8165,2.4961,62.5865
176.8856,122.6,72.2996,2.1085,333.129,133.2618,88.4946,39.0256,883.8217,268.0081,247.2838,113.3626,2.0281,65.729
183.5775,157.6778,64.1727,2.706,274.735,109.2759,73.3931,31.5929,1800.5757,44.696,316.2567,112.5185,2.8518,79.4883
181.8319,156.7574,64.0038,3.2934,180.269,71.9585,48.3883,28.5257,132.0629,241.8115,141.1345,19.2278,4.7422,57.9321
169.0689,124.6409,51.7467,1.5177,281.8331,112.5945,75.1343,29.6135,1434.0385,134.5602,178.2606,67.6612,1.5064,66.2492
167.095,127.8708,58.8863,3.5354,316.7531,125.7215,83.5384,38.6041,1206.0704,155.9458,406.5207,50.2555,1.2147,48.5227
172.1275,132.471,61.9749,3.102,275.0182,109.1941,72.7831,35.5065,952.7438,198.8777,398.7302,44.5424,4.4319,65.3877
196.0251,139.7556,61.0661,2.6778,213.153,86.5302,56.817,42.0592,613.6401,261.8568,396.5262,15.006,4.7687,79.3496
181.5474,155.5275,57.2168,2.6109,302.2376,121.8807,81.1315,9.6336,1484.4115,112.4575,339.17,21.4319,1.6846,81.5476
185.8326,140.189,52.8335,2.2044,287.7626,115.0969,76.8958,3.3616,466.1908,251.13,332.6592,93.1294,3.0958,49.9729
188.5431,137.1407,50.0185,3.4004,276.8812,109.7301,73.696,12.6466,156.9507,216.047,402.6132,5.2558,4.4142,75.4996
176.3766,148.7392,70.0064,3.5156,231.2289,93.5429,61.2086,11.8211,317.4591,136.1923,394.7031,26.0794,4.0459,68.553
170.0317,165.9531,51.9887,3.4802,198.5872,79.1757,52.6431,39.9941,1485.7765,2.1853,384.8914,85.8643,4.7749,88.6531
194.9486,124.4371,51.7371,3.1061,169.8958,68.2891,45.6879,41.7089,2315.4451,147.6587,212.2124,8.6404,2.1744,52.2977
179.9777,138.6527,64.8344,2.0905,406.3843,162.1781,107.9218,42.0015,115.7662,118.8779,412.0767,105.717,4.1169,51.0447
168.1741,132.2445,50.7775,2.6124,201.0375,80.2846,53.0142,33.4308,1035.1101,221.9203,461.7774,45.2437,4.4161,44.6445
171.5312,138.2422,53.2026,3.49,395.6433,158.4193,105.2553,48.179,1571.9308,234.2249,395.3577,47.6994,3.8224,68.1459
184.8656,132.4648,54.0679,2.7122,370.097,147.4371,98.3931,35.8006,131.3897,243.0868,470.7189,73.9197,3.9087,68.5375
182.4699,137.7063,67.7256,3.4665,429.1502,171.4184,113.6745,42.9651,882.7738,17.5429,308.2894,42.4085,1.0894,85.3344
173.8534,155.7049,67.1585,2.2792,198.6937,79.9382,53.0159,43.1118,2110.5257,254.2066,465.862,37.174,3.9813,64.0809
188.0503,137.1286,61.1239,2.7003,270.3915,107.6384,71.6424,12.9574,1196.4722,221.0751,469.8467,45.8997,3.9012,86.8476
179.099,148.3486,67.2531,2.3886,229.3761,91.8201,61.5963,32.597,2382.8788,16.9194,297.8929,53.1683,1.6011,44.8401
186.9083,161.3125,70.2294,2.5087,300.338,119.7344,80.0998,20.6151,920.2878,7.8363,326.8924,62.1498,1.3575,49.7393
177.296,124.7488,60.918,1.6167,218.6247,88.1266,58.1655,5.2014,1164.3512,248.8821,362.6326,43.4652,1.1492,76.9631
172.7609,159.6628,71.2812,2.3136,242.8219,96.3254,64.4731,46.4083,760.9085,188.0742,193.6302,54.6056,4.792,42.3094
176.6562,138.2728,74.1469,3.5046,265.0342,106.4131,71.2488,45.196,591.6364,78.3426,222.7986,5.9929,3.1209,52.3598
182.2621,142.1666,54.0484,2.6074,217.4101,85.6567,58.0788,4.5118,2186.7751,116.8635,241.572,112.5559,4.8512,72.5583
197.6614,121.5532,72.0449,2.022,220.1994,87.2726,58.4036,9.6538,314.6472,3.6335,430.8652,26.7283,2.9198,88.045
166.7477,127.97,49.8715,2.4872,191.9058,77.1002,50.7403,50.284,770.0115,290.2089,414.4872,26.3059,1.607,42.5584
188.8381,157.7541,68.0064,3.3937,297.0044,118.2612,79.5066,15.6952,2424.1771,234.6376,352.6831,66.7171,2.6715,58.4509
178.2549,128.9558,62.2773,1.7205,239.9775,95.381,63.9432,42.0591,1871.0802,196.9184,154.6045,90.5736,4.6878,87.6512
164.047,152.1968,67.127,2.7963,284.8739,115.1696,76.2334,41.8658,2078.4796,285.4167,171.187,106.1548,4.7484,54.4745
173.0327,140.6027,55.1688,2.8018,207.266,82.8179,55.3234,4.5258,360.1256,281.1295,160.8319,66.6445,4.1544,80.758
197.4172,121.662,72.0017,2.0071,220.1073,87.7964,58.8256,9.9055,306.8493,4.3884,432.1315,27.2029,2.8799,39.8605
192.1675,133.1533,50.0756,2.3901,282.7915,112.6733,75.1953,9.241,422.9143,3.4785,461.322,104.2867,1.8745,34.5807
162.9389,168.2828,51.0968,2.2967,270.0704,109.474,71.9759,17.4157,389.9514,67.9454,492.2427,81.7105,2.3098,59.4267
173.9567,127.307,73.9393,2.2915,313.138,124.9462,83.5179,42.5752,1152.035,82.7808,466.5366,27.5683,2.2407,59.7459
181.1143,151.185,72.7507,3.5949,207.7218,82.3513,55.0815,16.3146,665.5132,127.138,305.7424,119.4371,4.2603,56.17
164.0292,152.0152,67.006,2.7805,285.3127,115.2225,76.4147,41.9565,2077.2666,284.2485,168.8394,106.4136,4.7311,85.1059
174.5633,150.2534,70.8389,2.7133,231.4775,92.4615,61.3071,30.423,263.8471,265.9041,269.41,20.8701,1.9765,80.4719
182.1434,137.6697,67.8847,3.4766,429.0028,171.9017,113.8702,43.1233,891.8665,14.7215,307.9498,42.4053,1.1116,53.9075
197.9929,119.8381,73.0278,2.894,153.1653,61.9805,40.9491,0.9746,700.8013,286.8757,296.4383,116.6706,1.6975,35.0479
167.9079,159.6694,67.0252,2.4838,219.8122,87.2844,58.1728,25.7415,2340.178,54.0891,369.9794,20.838,2.5006,53.9448
197.3462,156.4468,55.9523,2.2268,307.3484,122.8253,81.8209,15.5365,103.2377,31.5198,392.3421,62.3251,1.9024,88.7867
188.7994,157.8107,67.9593,3.3843,297.1035,118.6339,79.4849,15.8164,2423.3494,234.3248,351.2556,66.7313,2.6791,84.5548
197.6737,121.395,72.0658,2.0173,220.1578,87.2346,58.6147,9.9206,306.0074,5.8758,432.9492,26.8672,2.882,50.4389
177.9505,136.6465,58.9236,2.3774,230.5526,92.5041,60.8923,39.1927,289.028,126.5063,450.7695,105.3303,4.3142,43.1126
171.3542,129.6558,52.9293,2.7217,212.8059,84.3976,56.7668,13.3384,712.7738,2.4053,184.4712,113.5475,3.9309,59.9213
168.9192,125.1589,58.1476,3.4161,240.8424,96.2179,64.6062,32.2353,85.382,142.626,186.181,87.2163,3.6779,77.4326
181.9336,138.6994,54.6816,2.3079,164.3858,66.1992,44.5471,39.419,877.5371,135.2784,432.0212,17.2603,1.5151,57.033
188.3443,140.8221,65.3079,2.3869,300.1237,120.4784,80.4078,2.0881,2080.3972,21.076,229.926,57.5465,3.8304,68.3014
185.904,120.0878,73.9171,2.6887,246.7136,97.768,65.4414,27.181,1441.1314,68.6475,307.4271,35.6333,2.0757,52.2471
184.3953,161.1765,59.0183,2.2194,240.4291,94.1259,63.9034,47.8092,1940.7472,168.0715,306.4882,87.5956,4.191,73.298
170.3044,165.8168,52.0512,3.4938,199.5802,79.003,52.7684,39.8736,1476.6228,2.1485,388.9864,86.4132,4.7659,39.713
167.8127,166.763,74.2227,3.4944,235.7538,94.6798,62.6637,26.8798,1250.2001,186.1989,484.5702,13.5535,3.3779,83.1369
193.9632,143.2252,65.996,2.6169,231.4143,92.1023,61.223,19.0649,283.9742,234.2809,153.8105,94.3264,1.3322,47.0994
197.1231,121.1995,60.0934,3.4933,276.0957,109.186,73.5493,9.979,651.477,50.5837,400.5631,93.586,2.8455,62.0659
194.7024,127.208,53.9056,3.2055,414.7483,165.5656,110.7209,30.4205,684.6122,143.9259,275.3009,38.0781,3.4014,46.225
170.2018,165.6986,51.8912,3.4856,198.8068,79.1632,52.9829,39.9522,1467.2503,3.7064,388.845,85.9673,4.7577,67.4209
177.7318,146.7383,64.2734,1.6853,247.6371,100.5764,66.4923,15.0416,418.4321,196.8102,368.8064,55.3069,2.6916,75.0565
197.7951,151.1773,49.9942,3.4052,205.6584,82.245,55.2422,48.0032,1620.7975,114.9565,500.5246,36.19,2.0103,45.6046
192.9409,143.3983,49.9774,2.9095,178.1836,71.441,47.8684,15.5216,2302.3928,30.8787,376.3961,86.4106,3.6942,59.5924
191.2964,156.0642,73.6859,3.4282,306.5103,121.869,81.8138,46.9826,2008.8939,251.4248,161.5619,62.3373,2.8037,56.7176
190.7202,128.8418,71.8624,2.479,246.4064,98.2037,66.0974,2.3314,90.5979,201.827,143.1931,42.9544,4.7737,36.6784
178.9036,148.4241,67.1984,2.3968,230.1457,91.6285,61.695,32.4494,2397.2998,14.2651,298.7998,52.5801,1.6295,52.6095
188.0504,156.77,66.6644,2.697,311.8429,124.6987,83.0232,26.0815,1195.4008,160.9005,456.5162,64.072,1.5351,89.687
188.7225,157.6337,67.9838,3.3842,295.6959,118.2724,79.5641,15.6755,2430.4317,235.592,353.0033,66.5651,2.6688,57.8931
199.0026,132.2598,60.2018,1.9842,350.4407,140.2711,92.954,39.1243,306.0451,58.2244,389.0036,76.7765,4.5628,47.5221
188.5877,157.717,69.0972,1.5042,267.7149,106.4068,71.5427,31.5735,1735.4866,282.8796,121.8565,110.113,1.3053,63.2588
164.6412,137.4028,69.2472,3.4966,250.6102,100.2267,67.0269,8.3858,1566.1664,83.0244,145.2472,86.4701,4.3055,81.0152
198.5219,153.2511,57.0251,2.7233,219.959,87.8782,58.4553,28.7241,252.1466,252.9792,173.3303,81.8394,2.587,43.1754
182.9114,134.9706,73.9721,3.4924,409.8052,163.7311,109.2801,7.4851,1510.9884,98.8012,107.4749,21.7616,3.593,84.2709
168.2709,132.1535,50.8439,2.617,201.1533,80.2627,53.0422,33.5558,1045.8965,223.3118,460.7823,45.811,4.4001,75.3574
160.1608,167.2927,58.2326,2.3117,308.3996,122.9268,82.1572,48.567,1486.7216,207.2127,255.7615,93.6871,3.7714,61.8103
198.7949,159.9149,68.1195,2.5025,195.3423,77.3659,51.2342,45.9515,1529.5878,285.7271,266.4441,58.4143,2.4932,85.5876
166.3934,137.4146,52.7498,2.7379,221.9393,88.2086,59.1283,6.9216,1171.4373,242.9726,423.672,119.3296,4.5451,83.5047
183.7441,157.9088,64.0814,2.709,274.7912,109.7634,73.4415,31.3428,1796.373,42.5105,315.0776,111.8283,2.8681,60.0481
182.3643,123.0401,53.0661,2.4172,209.2661,83.5264,54.8713,20.3657,1992.2006,220.851,237.4091,23.3346,2.2015,52.4374
188.4647,157.7711,69.1393,1.5128,267.2483,105.6077,71.7702,31.8073,1739.2529,286.4367,120.1921,110.701,1.3122,56.2632
188.1552,140.8215,65.0232,2.3919,301.7604,120.7456,80.0391,1.8754,2073.9195,20.4776,229.4231,57.4278,3.8403,42.8582
193.0488,168.1582,69.0873,2.7083,217.4042,87.9527,58.5192,43.8034,501.6921,169.2945,338.6839,55.2254,2.6134,59.6596
177.3952,124.5484,61.0796,1.6116,219.4694,88.4226,58.3658,5.3914,1174.7724,249.436,363.9205,43.5655,1.1263,56.1531
166.939,158.008,73.9793,2.5075,247.1915,99.439,66.6254,25.3141,297.452,59.7769,385.9701,85.7947,4.8875,75.8141
188.6126,157.6668,68.9734,1.5004,266.9313,105.8334,71.4786,31.7509,1722.7578,285.7756,119.5978,110.3583,1.3161,70.3701
194.9673,124.5037,51.7346,3.0903,169.8784,68.3125,45.3936,41.8285,2317.5773,148.1897,211.0922,8.5534,2.1956,34.84
189.8874,161.3921,50.317,2.1725,217.4157,86.5877,58.5005,14.9608,1254.481,212.0639,293.8993,106.9697,2.1533,88.4163
192.0192,134.9875,58.1359,1.9973,320.761,128.8855,85.5415,7.3966,2435.468,250.7358,95.9597,49.3054,1.9224,53.1177
196.2057,139.8603,60.9305,2.6827,213.0953,86.5926,56.716,42.6709,597.8084,263.5963,398.39,14.5281,4.7556,45.2672
178.2341,129.0788,62.1925,1.7267,240.226,95.1202,63.8797,42.0648,1872.243,198.4288,153.2141,90.0057,4.6683,67.4845
177.6835,146.8528,64.043,1.6724,248.6536,100.22,66.3693,14.9352,422.0988,196.727,369.9643,55.036,2.6426,56.2481
181.829,134.7608,49.9817,2.004,254.596,102.2798,67.902,2.8762,1377.9307,155.2438,205.1194,21.6712,4.7025,75.435
177.7605,124.3738,61.1043,1.5725,219.9857,87.3317,57.8727,4.9867,1203.3663,251.1153,367.9141,43.0098,1.0877,54.2995
194.8318,156.0027,61.8812,3.4968,314.0242,125.1062,84.1192,17.3082,251.2316,148.1195,120.6996,91.3045,1.0664,69.1274
165.1434,134.2792,57.8654,3.5725,195.8722,80.4246,52.2821,37.8433,1409.6732,242.7131,119.1032,78.4655,4.6962,59.0233
165.2296,147.0741,62.0982,2.505,250.209,100.2856,66.4568,15.9339,1302.4219,52.7581,124.6034,35.7905,1.08,83.7177
175.1779,124.0808,54.982,1.8797,245.5635,98.2833,65.3546,42.6426,2135.5809,214.3597,399.4419,5.5805,4.6921,71.4881
193.0948,143.4904,50.1017,2.9043,178.4503,71.0331,47.6063,15.5079,2286.3859,31.542,374.4266,86.0612,3.6749,49.8556
195.4617,125.9985,63.0987,2.0945,185.4178,73.6495,49.051,38.9113,850.5491,29.049,383.2183,17.4131,2.925,55.0058
194.7856,156.114,61.8819,3.4869,315.0521,124.7317,83.9462,17.5232,269.1727,147.0097,123.5934,91.2484,1.0997,82.7405
176.9706,138.268,74.1162,3.4985,266.1451,106.3607,70.9363,45.2875,596.7943,77.8094,225.2558,5.4162,3.085,65.6938
174.8346,150.2747,70.8108,2.7244,231.4456,92.3654,61.2967,30.5815,283.2358,266.4287,270.8041,21.6844,1.9864,55.5417
181.2867,140.8985,71.9656,2.3827,400.3154,161.4311,107.5286,37.4675,2311.477,184.0237,289.218,116.6057,1.5006,77.6361
167.7196,166.8519,74.3915,3.4881,236.1848,94.5011,62.8651,26.7818,1246.0723,184.7037,483.1337,14.2751,3.4119,70.4061
166.9169,165.4418,61.9927,2.6976,302.1759,121.1846,80.7843,15.5551,91.7591,229.4132,415.0783,42.6608,3.2517,45.3745
177.661,153.722,65.3139,3.4962,174.3361,68.7945,46.4249,0.8729,311.0019,187.8991,125.0836,15.3775,2.7737,88.4205
181.8037,156.9329,64.1066,3.2985,180.0813,71.9248,48.1591,28.2494,134.0099,241.5005,139.2599,19.0799,4.7367,54.8669
190.6879,128.9793,71.8939,2.4927,247.1033,98.5473,66.1795,2.4449,110.7087,200.5058,143.0722,41.9095,4.7811,38.1928
199.2133,132.7325,60.2465,1.9817,351.4566,140.0087,93.0088,39.2164,292.8644,59.6621,388.3456,76.787,4.5718,49.5982
197.0598,138.9685,66.061,1.8018,201.018,79.7134,53.6121,37.0535,1833.0653,17.574,303.4784,15.1864,3.2363,74.1149
183.9422,160.8845,58.9129,2.215,240.7016,94.1863,64.0745,47.6868,1949.9485,167.1142,308.2791,87.9476,4.1722,62.4029
175.9947,144.895,60.3475,3.4827,198.8193,80.427,53.4798,47.5039,1253.3114,91.763,183.4853,84.2479,2.1764,42.423
166.8216,127.9444,49.8734,2.4856,190.9908,76.8639,50.598,50.0704,756.5955,290.3389,416.2096,26.3697,1.5717,48.0346
165.6265,162.6653,59.0908,1.5004,253.8843,101.0653,67.9179,13.2813,1886.576,34.1684,430.7778,23.1,1.9932,34.3191
189.6126,142.4614,49.8811,2.3023,298.1206,118.4686,79.4343,25.5434,832.4698,297.8462,301.5914,15.6644,2.6547,60.0977
181.9621,165.079,58.155,1.5977,275.277,111.4664,74.3539,47.5328,326.1929,292.7645,463.5353,81.1073,1.7936,84.6555
176.0567,144.7876,60.1428,3.5022,198.4831,80.4677,53.4468,47.4365,1256.7846,90.4293,186.8098,84.1603,2.1699,38.4476
193.2121,168.1284,69.1756,2.7139,218.4497,88.0682,58.7987,43.6173,489.1452,169.2384,339.078,55.6779,2.6112,38.3687
176.3945,148.711,70.0045,3.5111,230.1542,93.1527,61.2479,11.6801,318.9013,134.89,393.7992,26.2842,4.0745,81.1298
167.8435,159.2999,67.2657,2.4957,220.1653,87.7434,58.4942,25.5758,2342.3719,52.4369,369.839,21.011,2.4614,43.1322
180.2474,163.4993,67.161,2.0028,304.9862,122.9393,81.6669,26.2151,150.8169,279.6661,335.6256,21.1909,4.5245,82.1957
194.9431,124.3871,51.733,3.0911,169.1234,68.3769,45.62,41.8193,2315.2476,149.2685,210.9553,8.6145,2.2194,38.6489
179.9773,138.3876,64.8043,2.0894,407.3685,161.7054,107.6863,41.8653,108.3963,118.361,410.9526,105.3715,4.126,81.2028
198.8865,160.0791,68.0426,2.4913,195.4019,77.1524,51.4385,45.783,1514.2396,287.3626,266.2868,57.6619,2.4926,80.4678
169.0786,124.5932,51.8424,1.5168,282.3195,112.461,74.9953,29.6164,1423.1328,133.7441,177.9276,66.9956,1.5364,50.535
197.2165,121.3887,59.9925,3.4848,276.4748,109.6003,73.4363,10.1319,640.6214,51.195,400.4769,93.8868,2.8178,38.6404
197.9132,151.3262,50.1001,3.4109,206.4993,82.1266,55.1377,48.2306,1617.8442,115.0423,495.2233,36.3551,2.0031,85.844
184.7499,140.8965,57.9907,2.7047,279.9445,112.5218,75.0662,12.4652,2211.9094,55.981,290.1447,45.9644,3.7886,55.9136
198.9719,160.0833,68.0315,2.5055,195.8183,77.0976,51.6501,45.9931,1515.5245,288.246,264.5737,58.6517,2.4849,65.0723
173.7416,168.7573,62.0921,3.4941,181.6985,71.6234,48.0891,30.1591,78.7301,210.0197,238.2442,116.2015,2.8942,49.7693
182.3459,137.5596,67.8194,3.4772,428.8264,171.4207,113.6162,43.0994,887.6208,15.5156,309.6031,42.9894,1.1101,86.655
180.5871,130.1901,54.1671,1.5022,208.345,83.7064,56.7839,17.7753,171.7302,173.4912,289.8187,95.6175,1.5215,59.2825
173.4641,130.6851,63.231,1.4951,266.7027,106.6019,70.3234,11.0758,2341.2171,158.5907,225.2711,46.0416,4.999,48.0693
184.8441,132.4364,53.9035,2.707,369.6232,148.0788,98.3719,35.7302,122.167,245.652,471.4567,74.0391,3.9153,69.0981
186.3752,127.8289,63.0585,3.4079,244.9079,97.6211,65.3247,41.7711,1909.0093,41.0433,221.076,86.2362,2.8003,34.6466
161.3852,123.9742,49.9775,2.6978,310.7504,123.6774,82.5501,44.2428,1597.0202,205.866,503.0482,117.2893,2.6271,77.827
191.1106,129.1682,71.9916,2.4892,247.9846,97.7751,66.3021,2.6733,100.3295,201.6969,143.558,41.5109,4.8066,77.9383
